t,phase,target_waypoint,x_wp,y_wp,yaw_wp,x_ref,y_ref,x_real,y_real,z_real,ex,ey,e_pos,vx_real,vx_ref,vx_cmd_eff,vy_cmd_eff,wz_cmd_eff
0.03,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0009,0.0,-1.797680820683405e-05,-5.5292704661754564e-05,0.33610704894988386,0.0009179768082068341,5.5292704661754564e-05,0.0009196405295518562,-0.00033583292603134925,0.03,0.030229860561141603,1.3843716945868548e-05,0.0
0.032,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00096,0.0,-1.943981921313936e-05,-5.906960377765872e-05,0.33543709219518897,0.0009794398192131393,5.906960377765872e-05,0.0009812194339446792,-0.00035561655488741445,0.03,0.03024527528588414,1.479089520503347e-05,0.0
0.034,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00102,0.0,-2.4235233943247947e-05,-6.849344240961365e-05,0.33475082804127804,0.001044235233943248,6.849344240961365e-05,0.0010464791328362113,-0.0004577210953957583,0.03,0.030261526351328366,1.715027953514268e-05,0.0
0.036000000000000004,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00108,0.0,-3.421553644540124e-05,-8.401704233340817e-05,0.3340645464910295,0.0011142155364454013,8.401704233340817e-05,0.0011173786847164962,-0.0006843426031798024,0.03,0.030279077137730728,2.1035380368207984e-05,0.0
0.038,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00114,0.0,-5.068330287889495e-05,-0.00010627616219600452,0.3333872748182628,0.0011906833028788948,0.00010627616219600452,0.001195416810324209,-0.001061819633858156,0.03,0.030298253613504245,2.6605474141966873e-05,0.0
0.04,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0012,0.0,-7.356075365597051e-05,-0.00013457973798898038,0.33273108680516406,0.0012735607536559705,0.00013457973798898038,0.0012806516697095843,-0.0015806649215921367,0.03,0.030319036654236194,3.368809707711029e-05,0.0
0.042,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00126,0.0,-0.00010292293517503049,-0.00016846284332082645,0.33210215535008836,0.0013629229351750306,0.00016846284332082645,0.0013732948178762847,-0.0022356862134890287,0.03,0.03034144534576272,4.216729655223784e-05,0.0
0.044,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0013199999999999998,0.0,-0.00013866690048139403,-0.00020736860960196332,0.331504502886879,0.0014586669004813938,0.00020736860960196332,0.0014733332504251195,-0.003017501035473668,0.03,0.030365454270434335,5.1904106553002156e-05,0.0
0.046,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00138,0.0,-0.00018059875871362702,-0.0002508845909327749,0.3309402812102817,0.001560598758713627,0.0002508845909327749,0.0015806364425971012,-0.003914922439505808,0.03,0.030391015264930328,6.279564611525169e-05,0.0
0.048,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0014399999999999999,0.0,-0.0002281989180631951,-0.00029850491000041915,0.3304100813530666,0.001668198918063195,0.00029850491000041915,0.001694695492270388,-0.004909180301269718,0.03,0.030417998714713623,7.471565112766278e-05,0.0
0.05,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0015,0.0,-0.0002826872647358418,-0.000340542043436045,0.3299176629610253,0.0017826872647358418,0.000340542043436045,0.001814922248251686,-0.006025929953022398,0.03,0.030446709935745022,8.524196158874104e-05,0.0
0.052000000000000005,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00156,0.0,-0.0003447876319478857,-0.0003770686713074835,0.3294624488786988,0.0019047876319478857,0.0003770686713074835,0.0019417509381234313,-0.0072771426356723744,0.03,0.030477330266929628,9.439247199016604e-05,0.0
0.054,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00162,0.0,-0.00041462200406294894,-0.00040830809118040645,0.32904269048396073,0.002034622004062949,0.00040830809118040645,0.0020751872678725935,-0.00865914480676534,0.03,0.0305098905910586,0.0001022227423629558,0.0
0.056,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00168,0.0,-0.000492229656186868,-0.00043445062735821113,0.3286562678099578,0.002172229656186868,0.00043445062735821113,0.0022152492019702126,-0.01016637886952505,0.03,0.030544401115572387,0.00010878009893877488,0.0
0.058,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00174,0.0,-0.0005775961971044675,-0.0004556623469710484,0.3283008741562633,0.0023175961971044676,0.0004556623469710484,0.002361965348450365,-0.011792223448988781,0.03,0.03058085863061164,0.00011410581195933276,0.0
0.06,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0018,0.0,-0.0006705748343041647,-0.0004721257525068018,0.32797403000794656,0.0024705748343041645,0.0004721257525068018,0.0025152818406844915,-0.013527078206531776,0.03,0.030619226818653283,0.00011824526963089644,0.0
0.062,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0018599999999999999,0.0,-0.0007708731466790693,-0.0004840536794730022,0.3276731568717302,0.002630873146679069,0.0004840536794730022,0.0026750329864374343,-0.015358182105577801,0.03,0.03065943294040434,0.00012125145405642018,0.0
0.064,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00192,0.0,-0.0008783888859745561,-0.0004916200008185375,0.3273960349221575,0.002798388885974556,0.0004916200008185375,0.002841244548142721,-0.01727816648268608,0.03,0.030701451794672513,0.00012316761539284495,0.0
0.066,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00198,0.0,-0.0009930382679908345,-0.0004950868378273511,0.3271407441362585,0.0029730382679908343,0.0004950868378273511,0.0030139786860440515,-0.019280492708958732,0.03,0.030745262792089983,0.0001240590789869397,0.0
0.068,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00204,0.0,-0.0011147268525676076,-0.0004947074098809045,0.3269055007200218,0.0031547268525676077,0.0004947074098809045,0.003193279965130242,-0.02135868268793012,0.03,0.030790842674576803,0.0001239889573708221,0.0
0.07,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0021000000000000003,0.0,-0.0012433496357609822,-0.0004907177839347588,0.326688567874588,0.0033433496357609827,0.0004907177839347588,0.0033791701245147357,-0.023506318133367975,0.03,0.030838165537856937,0.0001230160867734824,0.0
0.07200000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00216,0.0,-0.0013787920841443026,-0.0004832860195674098,0.3264883449415834,0.0035387920841443024,0.0004832860195674098,0.0035716403502468845,-0.025717063436282585,0.03,0.03088720308955697,0.00012118230998262353,0.0
0.074,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0022199999999999998,0.0,-0.0015209302586066213,-0.0004725252733465139,0.3263033881582246,0.0037409302586066213,0.0004725252733465139,0.0037706550271418096,-0.027984664626026445,0.03,0.030937924679685484,0.00011851574969106689,0.0
0.076,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00228,0.0,-0.001669627043159448,-0.00045853259020158015,0.3261323997084405,0.003949627043159448,0.00045853259020158015,0.0039761546645387695,-0.03030285100854578,0.03,0.03099029635717585,0.00011504050553434352,0.0
0.078,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00234,0.0,-0.0018247309883287815,-0.00044138832105023487,0.32597421844541685,0.004164730988328782,0.00044138832105023487,0.00418805537870568,-0.032665307087351825,0.03,0.031044280580017597,0.00011077650766255972,0.0
0.08,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0024,0.0,-0.0019860754260209884,-0.0004211547237456346,0.32582781454057935,0.004386075426020988,0.0004211547237456346,0.004406248851810172,-0.0350656526752894,0.03,0.03109983599321195,0.00010573916607259693,0.0
0.082,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00246,0.0,-0.002153478244163431,-0.0003978760121707362,0.3256922798974851,0.0046134782441634315,0.0003978760121707362,0.004630603290115683,-0.037497440495085986,0.03,0.031156917371659768,9.993938197948086e-05,0.0
0.084,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00252,0.0,-0.002326600442574164,-0.00037159458873018255,0.3255667352353837,0.004846600442574164,0.00037159458873018255,0.004860824867070777,-0.0399506234306,0.03,0.03121544025128458,9.338760584877897e-05,0.0
0.08600000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0025800000000000003,0.0,-0.002505011591981106,-0.0003424335427219316,0.32545031775708044,0.005085011591981107,0.0003424335427219316,0.005096528585396468,-0.042413370994243554,0.03,0.031275297289215916,8.611446602385233e-05,0.0
0.088,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0026399999999999996,0.0,-0.002688288504920092,-0.0003104528580053712,0.3253423205644614,0.0053282885049200914,0.0003104528580053712,0.005337325113641409,-0.04487462526800605,0.03,0.031336382931875906,7.81348174876125e-05,0.0
0.09,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.0026999999999999997,0.0,-0.0028761448748350496,-0.00027573611655722633,0.3252423059171571,0.00557614487483505,0.00027573611655722633,0.005582958182820579,-0.047327303252479684,0.03,0.03139862583159839,6.946941893140414e-05,0.0
0.092,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.00276,0.0,-0.0030683552936360747,-0.00023832078056898226,0.32515003059958125,0.005828355293636074,0.00023832078056898226,0.005833225713385919,-0.04976619855988132,0.03,0.031461969854063326,6.0127500973371574e-05,0.0
