t,phase,target_waypoint,x_wp,y_wp,yaw_wp,x_ref,y_ref,x_real,y_real,z_real,ex,ey,e_pos,vx_real,vx_ref,vx_cmd_eff,vy_cmd_eff,wz_cmd_eff
12.540000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37620000000000003,0.0,0.3624469292977794,-0.009087265469976371,0.3178257030625973,0.013753070702220649,0.009087265469976371,0.016484093771333166,-0.040374296676059844,0.03,0.04548175713351325,0.003555944141593362,0.0
12.542,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37626,0.0,0.3623104223677195,-0.00929113781298427,0.3176181130586854,0.013949577632280497,0.00929113781298427,0.0167605476634532,-0.04176825509375621,0.03,0.045531581344909824,0.003607376784235986,0.0
12.544,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37632,0.0,0.36217494426060387,-0.009495063179491623,0.31740937163663124,0.014145055739396117,0.009495063179491623,0.01703639711479985,-0.043066795016957676,0.03,0.0455811581244757,0.003658832879021799,0.0
12.546,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37638,0.0,0.3620405720291564,-0.009699031237738603,0.31719980000086784,0.014339427970843588,0.009699031237738603,0.017311568429279906,-0.0442727610522983,0.03,0.04563046815373611,0.003710309845145431,0.0
12.548,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37644,0.0,0.36190737516943955,-0.009903032482116695,0.3169896994931958,0.014532624830560448,0.009903032482116695,0.017585995473890025,-0.045389044492603656,0.03,0.04567949399990685,0.0037618053078640593,0.0
12.55,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3765,0.0,0.3617754171686704,-0.010107058563767894,0.3167793521372382,0.014724582831329602,0.010107058563767894,0.017859618483274508,-0.04641854228720112,0.03,0.04572821972924071,0.0038133171812050476,0.0
12.552,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37655999999999995,0.0,0.36164475667977247,-0.010311102486807671,0.3165690213358817,0.014915243320227478,0.010311102486807671,0.018132383125089812,-0.04736412739529104,0.03,0.045776630613631186,0.003864843717089332,0.0
12.554,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37662,0.0,0.36151544845393196,-0.010515158712602056,0.3163589526651406,0.015104551546068046,0.010515158712602056,0.018404239733252704,-0.04822862667153809,0.03,0.04582471289766864,0.003916383531473559,0.0
12.556000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37668,0.0,0.36138754406019696,-0.010719223206828703,0.31614937472310745,0.015292455939803051,0.010719223206828703,0.01867514269901659,-0.04901480518133514,0.03,0.04587245361889938,0.003967935616190562,0.0
12.558,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37673999999999996,0.0,0.36126109246705557,-0.010923293435781646,0.31594049998586915,0.015478907532944397,0.010923293435781646,0.018945049957644167,-0.049725354750805056,0.03,0.04591984046256136,0.004019499338100587,0.0
12.56,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3768,0.0,0.36113614047771925,-0.011127368345240442,0.31573252563089205,0.015663859522280776,0.011127368345240442,0.019213922593380176,-0.05036288674667174,0.03,0.04596686165287157,0.004071074433882547,0.0
12.562,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37686,0.0,0.3610127330860297,-0.01133144831096054,0.31552563434454955,0.01584726691397026,0.01133144831096054,0.019481724499299004,-0.050929927201578205,0.03,0.04601350586413964,0.00412266099772812,0.0
12.564,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37692,0.0,0.3608909137539112,-0.011535535088311389,0.3153199950652331,0.016029086246088786,0.011535535088311389,0.01974842210553076,-0.05142891414446134,0.03,0.046059762151481574,0.004174259468820248,0.0
12.566,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37698,0.0,0.3607707246074864,-0.011739631741478735,0.315115763765712,0.0162092753925136,0.011739631741478735,0.02001398416547495,-0.0518621970978575,0.03,0.0461056199018574,0.004225870613699158,0.0
12.568,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37704,0.0,0.36065220660045816,-0.011943742577595548,0.31491308414259106,0.016387793399541828,0.011943742577595548,0.020278381574128035,-0.05223203741867185,0.03,0.04615106879328444,0.004277495509857242,0.0
12.57,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3771,0.0,0.36053539963012826,-0.012147873073099582,0.3147120882982601,0.01656460036987173,0.012147873073099582,0.020541587222356807,-0.0525406098059847,0.03,0.04619609876588541,0.0043291355273869046,0.0
12.572000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37716,0.0,0.3604197012588877,-0.012351826880135528,0.3145137453868435,0.01674029874111227,0.012351826880135528,0.02080397147706475,-0.05280603859669789,0.03,0.0462408603736326,0.004380741570489898,0.0
12.574,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37722,0.0,0.3603051190506353,-0.012555602552012565,0.3143181583270564,0.01691488094936472,0.012555602552012565,0.021065525224292083,-0.05303029187317571,0.03,0.04628535166974318,0.004432313268586758,0.0
12.576,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37728,0.0,0.3601916297913031,-0.01275914824590412,0.31412553096959533,0.017088370208696912,0.01275914824590412,0.021326234087396638,-0.053216008762820705,0.03,0.04632957840308666,0.004483837649471942,0.0
12.578,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37733999999999995,0.0,0.36007923736978353,-0.012962419108807008,0.31393600472701,0.01726076263021642,0.012962419108807008,0.021586065777001624,-0.053365018862670185,0.03,0.04637353954659805,0.004535303486153104,0.0
12.58,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3774,0.0,0.3599679657756557,-0.01316537586928271,0.3137496761051102,0.017432034224344306,0.01316537586928271,0.021844975142540277,-0.0534785577727314,0.03,0.04641722904684124,0.004586700945065494,0.0
12.582,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37746,0.0,0.3598578653058923,-0.013367985514625012,0.3135666057913494,0.017602134694107707,0.013367985514625012,0.02210289986650472,-0.05355714162817883,0.03,0.04646063427101679,0.004638021755676801,0.0
12.584,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37751999999999997,0.0,0.359749003582253,-0.013570224267936649,0.31338683896181235,0.017770996417746987,0.013570224267936649,0.02235976968489776,-0.053600827637754665,0.03,0.0465037382517475,0.004689259955218107,0.0
12.586,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37757999999999997,0.0,0.3596414552372296,-0.013772068358938714,0.3132104091600969,0.017938544762770348,0.013772068358938714,0.022615509171566232,-0.053609494881449934,0.03,0.04654652226524148,0.00474040958138657,0.0
12.588000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37764000000000003,0.0,0.35953530066410305,-0.01397349325598185,0.31303734009689577,0.01810469933589698,0.01397349325598185,0.022870038299447573,-0.053582884465540825,0.03,0.04658896614348993,0.004791464480310153,0.0
12.59,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3777,0.0,0.3594306241132702,-0.014174473511469037,0.31286764813445156,0.018269375886729777,0.014174473511469037,0.023123273873263725,-0.05352065401308647,0.03,0.046631048749992465,0.004842418267857523,0.0
12.592,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37776,0.0,0.3593275122391044,-0.014374982629320689,0.31270134401960153,0.018432487760895566,0.014374982629320689,0.023375130601749294,-0.05342241816657589,0.03,0.04667274834292196,0.0048932642964519026,0.0
12.594,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37782,0.0,0.3592260657241899,-0.014574995487051028,0.31253842417159466,0.018593934275810076,0.014574995487051028,0.023625513439938246,-0.053287460131111124,0.03,0.04671403966836438,0.004943996260658839,0.0
12.596,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37788,0.0,0.3591263949962516,-0.014774487447836633,0.3123788757200035,0.018753605003748397,0.014774487447836633,0.02387432051353293,-0.053114855323012654,0.03,0.046754895030599146,0.004994607975227633,0.0
12.598,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37794,0.0,0.35902861039945555,-0.014973432459538975,0.3122226853883012,0.018911389600544448,0.014973432459538975,0.024121449712734017,-0.05290372747676237,0.03,0.04679528674927819,0.005045092899776195,0.0
12.6,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.378,0.0,0.3589328162289863,-0.015171805380248843,0.31206984550097466,0.019067183771013685,0.015171805380248843,0.024366804785481318,-0.05265339536465638,0.03,0.04683518865108405,0.005095444720222674,0.0
12.602,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37806,0.0,0.3588391080996367,-0.015369583120140137,0.31192035609099605,0.0192208919003633,0.015369583120140137,0.02461029806264744,-0.05236342883016308,0.03,0.04687457672801647,0.005145657634351505,0.0
12.604000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37812,0.0,0.3587475792330246,-0.015566742046949116,0.31177421757438073,0.01937242076697543,0.015566742046949116,0.02485184388187312,-0.05203347905395723,0.03,0.04691342756570785,0.005195725703156098,0.0
12.606,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37817999999999996,0.0,0.3586583203618343,-0.015763257966902738,0.3116314307830849,0.019521679638165645,0.015763257966902738,0.02509135862456025,-0.05166327688101729,0.03,0.04695171836748731,0.005245642846042848,0.0
12.608,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37824,0.0,0.35857141969830125,-0.015959106111444552,0.3114919969159509,0.019668580301698768,0.015959106111444552,0.025328760707162907,-0.05125262962529226,0.03,0.04698942696238568,0.005295402837483873,0.0
12.61,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37829999999999997,0.0,0.358486963719838,-0.01615425989430185,0.311355918919898,0.019813036280161955,0.01615425989430185,0.025563969163094825,-0.050801397605609776,0.03,0.04702653160881548,0.005344998996192913,0.0
12.612,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37836,0.0,0.3584050363854872,-0.016348692312051324,0.3112232001296898,0.019954963614512766,0.016348692312051324,0.025796905108377913,-0.05030951108409876,0.03,0.04706301119058391,0.005394424535245884,0.0
12.614,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37842000000000003,0.0,0.35832571530803975,-0.016542373317924557,0.3110938532590488,0.020094284691960285,0.016542373317924557,0.026027493007801033,-0.049777062466079616,0.03,0.047098846174180385,0.005443671905380088,0.0
12.616,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37848,0.0,0.3582490708681763,-0.01673526919798968,0.3109679008276187,0.02023092913182367,0.01673526919798968,0.026255660888007636,-0.049204320339362645,0.03,0.04713401883060282,0.005492732638856269,0.0
12.618,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37854,0.0,0.35817516879931927,-0.01692734453454109,0.3108453672408831,0.020364831200680722,0.01692734453454109,0.02648133952093959,-0.048591656043820035,0.03,0.047168512589377126,0.005541597840220848,0.0
12.620000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3786,0.0,0.3581040709669521,-0.017118562578455142,0.3107262772293163,0.020495929033047866,0.017118562578455142,0.026704462018176275,-0.04793951905080693,0.03,0.04720231184392056,0.005590258279328284,0.0
12.622,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37866,0.0,0.3580358359610054,-0.017308885521560124,0.31061065480377203,0.020624164038994586,0.017308885521560124,0.026924963515403903,-0.0472484182469354,0.03,0.04723540180360919,0.005638704459380608,0.0
12.624,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37872,0.0,0.3579705152488418,-0.01749827389580299,0.31049852990290966,0.020749484751158176,0.01749827389580299,0.02714278369605973,-0.046519015138677726,0.03,0.04726776945588765,0.0056869264666361136,0.0
12.626,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37877999999999995,0.0,0.3579081556055389,-0.017686686472351207,0.31038993560343203,0.020871844394461048,0.017686686472351207,0.02735786480699556,-0.04575205546431777,0.03,0.04729940295893309,0.005734913945096786,0.0
12.628,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37884,0.0,0.3578488004238353,-0.017874080640055696,0.3102849053448837,0.020991199576164687,0.017874080640055696,0.02757015085873834,-0.04494833223369088,0.03,0.0473302913143378,0.005782656191054911,0.0
12.63,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3789,0.0,0.35779247662843683,-0.018060388911549652,0.3101834064724315,0.021107523371563186,0.018060388911549652,0.02777958225959332,-0.044109010506968215,0.03,0.04736042763935601,0.005830136278373977,0.0
12.632,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37895999999999996,0.0,0.35773924425111575,-0.018245526942685587,0.31008536787349633,0.021220755748884212,0.018245526942685587,0.027986063102374153,-0.04323436941464747,0.03,0.04738979677147371,0.005877333062505095,0.0
12.634,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37902,0.0,0.35768917768601294,-0.018429406554988006,0.30999071365039815,0.021330822313987086,0.018429406554988006,0.028189483971153572,-0.04232431507148501,0.03,0.04741837995386513,0.00592422443590845,0.0
12.636000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37908000000000003,0.0,0.3576423482189215,-0.018611941031540163,0.30989937466051554,0.021437651781078537,0.018611941031540163,0.028389738689327666,-0.041378835995196546,0.03,0.04744615920322705,0.005970788652098066,0.0
12.638,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37914,0.0,0.3575988243690524,-0.018793044950252115,0.3098112871624353,0.021541175630947595,0.018793044950252115,0.028586723947761607,-0.04039799044216505,0.03,0.04747311722447586,0.006017004284023566,0.0
12.64,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3792,0.0,0.3575586721450149,-0.01897263404548238,0.3097263919155034,0.02164132785498507,0.01897263404548238,0.028780339017300507,-0.039381896520993234,0.03,0.04749923734687797,0.006062850189533407,0.0
12.642,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37926,0.0,0.35752195522567043,-0.019150625095678296,0.30964463351290855,0.021738044774329557,0.019150625095678296,0.02897048553555808,-0.03833072467855612,0.03,0.04752450347895281,0.006108305483337169,0.0
12.644,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37932,0.0,0.35748873511546586,-0.019326935839338925,0.30956595987289115,0.02183126488453413,0.019326935839338925,0.029157067331894274,-0.03724469119974224,0.03,0.047548900069748185,0.006153349516044294,0.0
12.646,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37938,0.0,0.35745907030609403,-0.01950149031005968,0.30949033554261773,0.021920929693905966,0.01950149031005968,0.029339994597111292,-0.03612407687405068,0.03,0.047572412318575834,0.006197963208239985,0.0
12.648,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37944,0.0,0.35743301270132904,-0.019674238694028047,0.30941779125213553,0.022006987298670955,0.019674238694028047,0.029519199822377558,-0.0349693131494731,0.03,0.04759502706913202,0.006242134016166779,0.0
12.65,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3795,0.0,0.3574106123252869,-0.01984512911737806,0.3093483514011755,0.02208938767471308,0.01984512911737806,0.02969461563194871,-0.033780856893052255,0.03,0.047616731632526284,0.006285848878460151,0.0
12.652000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37956,0.0,0.3573919174593249,-0.020014107991773757,0.3092820350601983,0.022168082540675094,0.020014107991773757,0.02986617488458417,-0.03255918569744974,0.03,0.04763751375314382,0.0063290943024586635,0.0
12.654,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37961999999999996,0.0,0.3573769746900059,-0.020181120329692773,0.30921885679191136,0.022243025309994058,0.020181120329692773,0.03003381082551089,-0.03130479564555284,0.03,0.04765736159673906,0.006371856442954902,0.0
12.656,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37968,0.0,0.3573658290238692,-0.02034610998443522,0.3091588272630987,0.02231417097613081,0.02034610998443522,0.030197457142129253,-0.030018197516692387,0.03,0.04767626372182206,0.006414121162139736,0.0
12.658,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37973999999999997,0.0,0.35735852397021173,-0.020509019857341465,0.3091019537203895,0.02238147602978824,0.020509019857341465,0.030357048024813153,-0.028699913982294874,0.03,0.0476942090590379,0.0064558740813591645,0.0
12.66,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37979999999999997,0.0,0.35735510159023115,-0.02066979206945323,0.30904824044488494,0.02244489840976882,0.02066979206945323,0.030512518231363247,-0.027350477782694543,0.03,0.04771118689895354,0.006497100623990578,0.0
12.662,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37986000000000003,0.0,0.35735560258364124,-0.020828368102024604,0.308997689047051,0.02250439741635879,0.020828368102024604,0.030663803105075733,-0.025970429058307546,0.03,0.047727186870471845,0.0065377860505385224,0.0
12.664,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37992,0.0,0.3573600663196015,-0.020984688918543704,0.30895029879728286,0.022559933680398492,0.020984688918543704,0.03081083862331613,-0.024560314206385922,0.03,0.047742198933165794,0.006577915489114225,0.0
12.666,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.37998,0.0,0.35736852534517843,-0.02113869027824743,0.3089060504371475,0.02261147465482155,0.02113869027824743,0.03095356219799766,-0.02312082285664305,0.03,0.047756214750504296,0.006617472763554069,0.0
12.668000000000001,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.38004000000000004,0.0,0.3573810080799016,-0.02129030718686678,0.3088649231027662,0.02265899192009846,0.02129030718686678,0.031091913658477802,-0.021652713345732214,0.03,0.04776922701641953,0.00665644150606825,0.0
12.67,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.3801,0.0,0.3573975356344491,-0.021439493536156182,0.30882681934732886,0.0227024643655509,0.021439493536156182,0.03122585101091708,-0.020156888814757686,0.03,0.047781230251000915,0.006694810068067408,0.0
12.672,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.38016,0.0,0.35741812469647266,-0.02158620401343947,0.30879164649035135,0.022741875303527337,0.02158620401343947,0.031355336005710686,-0.01863431782343077,0.03,0.047792220079260206,0.006732566997588902,0.0
12.674,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.38021999999999995,0.0,0.35744278891424947,-0.021730392750741765,0.30875932101068587,0.02277721108575048,0.021730392750741765,0.03148033217655628,-0.017085996487838782,0.03,0.04780219288537028,0.006769700701552013,0.0
12.676,FORWARD,WP1_FORWARD_TARGET,0.54,0.0,0.0,0.38028,0.0,0.357471539748647,-0.02187201337823621,0.3087297668802931,0.022808460251353024,0.02187201337823621,0.03160080423431174,-0.015512925803509148,0.03,0.04781114559978348,0.006806199459094536,0.0
